Penalty Year,Agency Short,Action Type,Agency,Level of Government,Penalty Amount Adjusted For Eliminating Multiple Counting,Parent Short,Case ID,Civil/Criminal,Company,Court,Current Parent Company,Current Parent HQ Country,Current Parent HQ State,Current Parent ISIN,Current Parent Major Industry,Current Parent Ownership Structure,Current Parent Specific Industry,Current Parent Stock Ticker,Description,Facility Address,Facility City,Facility County,Facility Name,Facility State,Facility Zip,Info Source,Lawsuit Resolution,NAICS Code,NAICS Translation,Notes,Offense Group,Original System ID,PACER Link,Parent at the Time of the Penalty Announcement,Penalty Amount,Penalty Amount Adjusted For Eliminating Multiple Counting (Primary Offense),Penalty Date,Primary Offense,Private Litigation Case Title,Prosecution Agreement,Recap of Ownership Changes,Secondary Offense,Subtraction From Penalty Amount to Avoid Double Counting
2000,State,agency action,Wisconsin Office of the Commissioner of Insurance,state,15000,AIG,,civil,"National Union Fire Insurance Company of Pittsburgh, PA",,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,,,,,,Wisconsin,,https://ociaccess.oci.wi.gov/orders/99c26278.pdf,,,,,consumer-protection-related offenses,,,American International Group,15000,2351230555,4/1/2000,insurance violation,,,,,0
2000,State,agency action,Multistate Financial  Regulators Case,state,7500000,AIG,,civil,American General,,American International Group,USA,New York,US0268747849,financial services,publicly traded,insurance,NYSE: AIG,American General agreed to pay $7.5 million to regulators in five states to resolve allegations that it charged black customers more than whites for burial policies.,,,,,,,https://www.nytimes.com/2000/06/22/business/insurer-agrees-it-overcharged-black-clients.html,,,,,consumer-protection-related offenses,,,American International Group,7500000,2351230555,6/22/2000,insurance violation,,,,,0
2000,State,agency action,New Jersey Department of Environmental Protection,state,14000,IFM Investors,41202-PEA000001,civil,BUCKEYE PIPELINE CO LLP,,IFM Investors,Australia,,,financial services,privately held,investment advisory services,,air quality violation,,,,,New Jersey,,"Contained in data received from the agency on October 26, 2020 in response to an open records request. The data was a spreadsheet version of information contained in the records in the DEP DataMiner at https://www13.state.nj.us/DataMiner",,,,,environment-related offenses,,,Buckeye Partners,14000,332719211,12/12/2000,environmental violation,,,IFM bought Buckeye in 2019,,0
2000,State,agency action,New Jersey Department of Environmental Protection,state,11600,Macquarie,55291-PEA000003,civil,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",,Macquarie,Australia,,AU000000MQG1,financial services,publicly traded,financial services,MIC,air quality violation,,,,,New Jersey,,"Contained in data received from the agency on October 26, 2020 in response to an open records request. The data was a spreadsheet version of information contained in the records in the DEP DataMiner at https://www13.state.nj.us/DataMiner",,,,,environment-related offenses,,,Waste Management Inc.,11600,332719211,11/13/2000,environmental violation,,,"In 2014 Waste Management sold Wheelabrator Technologies to Energy Capital Partners, which sold it to Macquarie in 2019",,0
2000,State,agency action,Rhode Island Department of Environmental Management,state,18034,BofA,,civil,Fleet National Bank,,Bank of America,USA,North Carolina,US0605051046,financial services,publicly traded,banking,NYSE: BAC,,,Providence,,,Rhode Island,,http://www.dem.ri.gov/programs/benviron/compinsp/enfact/apr2000.htm,,,,,environment-related offenses,,,FleetBoston Financial Corp,18034,332719211,4/17/2000,environmental violation,,,Bank of America acquired FleetBoston in 2004,,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,200000,MS,,civil,Morgan Stanley & Co. Inc.,,Morgan Stanley,USA,New York,US6174464486,financial services,publicly traded,financial services,MS,"The American Stock Exchange, LLC, NASD Regulation, Inc., and the New York Stock Exchange, Inc., as a result of a coordinated investigation, announced that Morgan Stanley & Co. Inc. consented to a censure and $200,000 fine for violations arising from the inaccurate reporting of short interest from November 1996 to August 1998. ",,,,,,,https://web.archive.org/web/20041019223351/http://www.nasdr.com/news/pr2000/ne_section00_282.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,Morgan Stanley,200000,80991516314,12/6/2000,investor protection violation,,,,,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,97000,BofA,,civil,"Merrill Lynch, Pierce, Fenner & Smith, Inc.",,Bank of America,USA,North Carolina,US0605051046,financial services,publicly traded,banking,NYSE: BAC,"NASD Regulation, Inc. censured and fined Merrill Lynch, Pierce, Fenner & Smith, Inc., $97,000 for violating the Securities and Exchange Commission Limit Order Display Rule, as well as NASD rules pertaining to best execution, short sales, locked and crossed markets, and trade reporting.",,,,,,,https://web.archive.org/web/20041019220608/http://www.nasdr.com/news/pr2000/ne_section00_269.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,Merrill Lynch,97000,80991516314,11/22/2000,investor protection violation,,,Bank of America acquired Merrill Lynch in 2009,financial institution supervision failures,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,20000,MS,,civil,"E-TRADE Securities, Inc.",,Morgan Stanley,USA,New York,US6174464486,financial services,publicly traded,financial services,MS,"NASD Regulation, Inc. censured and fined E*TRADE Securities, Inc. $20,000 for failing to report its short interest positions for a twenty-eight month period. Additionally, NASD Regulation, Inc. found that the firm failed to establish, maintain and enforce written supervisory procedures reasonably designed to ensure compliance with the short interest reporting rule.",,,,,,,https://web.archive.org/web/20041020001612/http://www.nasdr.com/news/pr2000/ne_section00_190.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,E*Trade,20000,80991516314,8/22/2000,investor protection violation,,,Morgan Stanley bought E*Trade in 2020,financial institution supervision failures,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,6630000,TIAA,,civil,"John Nuveen & Co., Inc.",,TIAA,USA,New York,,financial services,non-profit,financial services,,"NASD Regulation, Inc. censured seven brokerage firms for engaging in the practice of yield burning. The firms were ordered to pay a total of $13.5 million. The NASD press release did not include the specific payment amounts for the individual firms. That information was obtained from an article in the August 7, 2000 issue of The Bond Buyer (retrieved via Nexis).",,,,,,,https://web.archive.org/web/20041019233106/http://www.nasdr.com/news/pr2000/ne_section00_179.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,Nuveen Investments,6630000,80991516314,8/4/2000,investor protection violation,,,TIAA bought Nuveen in 2014,,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,350000,Wells,,civil,"First Union Securities, Inc.",,Wells Fargo,USA,California,US9497461015,financial services,publicly traded,banking,WFC,"NASD Regulation, Inc. fined First Union Securities, Inc., $350,000 for books and records violations and supervisory violations arising from inaccurately recorded municipal securities payments made to Armacon Securities, Inc. ",,,,,,,https://web.archive.org/web/20041019223716/http://www.nasdr.com/news/pr2000/ne_section00_143.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,First Union,350000,80991516314,6/15/2000,investor protection violation,,,"In 2001 First Union merged with Wachovia, which was acquired by Wells Fargo in 2008",financial institution supervision failures,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,200000,JPMC,,civil,J. P. Morgan Securities Inc.,,JPMorgan Chase,USA,New York,US46625H1005,financial services,publicly traded,banking & securities,NYSE: JPM,"NASD Regulation, Inc. censured and fined J. P. Morgan Securities, Inc., $200,000 for violations of the Securities and Exchange Commission (SEC) Limit Order Display Rule (Display Rule) continuing over a 21-month period, and for failing to establish, maintain, and enforce written supervisory procedures reasonably designed to achieve compliance with the Display Rule. NASD Regulation also found other violations relating to the handling of customer transactions including best execution and limit order protection violations.",,,,,,,https://web.archive.org/web/20041019215506/http://www.nasdr.com/news/pr2000/ne_section00_131.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,JPMorgan Chase,200000,80991516314,6/6/2000,investor protection violation,,,,financial institution supervision failures,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,100000,Kemper,,civil,"Kemper Distributors, Inc.",,Kemper,USA,Illinois,US4884011002,financial services,publicly traded,insurance,KMPR,"NASD Regulation, Inc., announced a settlement in which it censured and fined Kemper Distributors, Inc., $100,000 for running inaccurate mutual fund advertisements and for violating other NASD advertising-related rules.",,,,,,,https://web.archive.org/web/20041020002403/http://www.nasdr.com/news/pr2000/ne_section00_117.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,Kemper,100000,80991516314,5/16/2000,investor protection violation,,,,,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,20000,MS,,civil,"E-TRADE Securities, Inc.",,Morgan Stanley,USA,New York,US6174464486,financial services,publicly traded,financial services,MS,"NASD Regulation, Inc., censured and fined E*TRADE Securities, Inc., of Menlo Park, CA, $20,000 for failing to promptly respond to NASD Regulation requests for information relating to customer complaints.",,,,,,,https://web.archive.org/web/20041019235329/http://www.nasdr.com/news/pr2000/ne_section00_108.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,E*Trade,20000,80991516314,5/2/2000,investor protection violation,,,Morgan Stanley bought E*Trade in 2020,financial institution supervision failures,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,5890000,Wells,,civil,"A.G. Edwards & Sons, Inc.",,Wells Fargo,USA,California,US9497461015,financial services,publicly traded,banking,WFC,"NASD Regulation, Inc. censured seven brokerage firms for engaging in the practice of yield burning and ordered them to pay a total of $21.4 million to the U.S. Treasury, under an agreement with the Internal Revenue Service and the United States Attorney for the Southern District of New York, and to pay disgorgement directly to 38 municipal issuers. The NASD press release did not specify how much each firm would pay. That information was obtained from an April 7, 2000 Associated Press article retrieved via Nexis.",,,,,,,https://web.archive.org/web/20041019230709/http://www.nasdr.com/news/pr2000/ne_section00_081.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,A.G. Edwards & Sons Inc.,5890000,80991516314,4/6/2000,investor protection violation,,,"In 2007 A.G. Edward was bought by Wachovia Corporation, which was acquired by Wells Fargo in 2008",,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,3410000,Raymond James,,civil,Raymond James & Associates Inc.,,Raymond James Financial,USA,Florida,US7547301090,financial services,publicly traded,financial services,RJF,"NASD Regulation, Inc. censured seven brokerage firms for engaging in the practice of yield burning and ordered them to pay a total of $21.4 million to the U.S. Treasury, under an agreement with the Internal Revenue Service and the United States Attorney for the Southern District of New York, and to pay disgorgement directly to 38 municipal issuers. The NASD press release did not specify how much each firm would pay. That information was obtained from an April 7, 2000 Associated Press article retrieved via Nexis.",,,,,,,https://web.archive.org/web/20041019230709/http://www.nasdr.com/news/pr2000/ne_section00_081.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,Raymond James Financial,3410000,80991516314,4/6/2000,investor protection violation,,,,,0
2000,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,1240000,UBS,,civil,CS First Boston Corp.,,UBS,Switzerland,,CH0244767585,financial services,publicly traded,banking & securities,NYSE: UBS,"NASD Regulation, Inc. censured seven brokerage firms for engaging in the practice of yield burning and ordered them to pay a total of $21.4 million to the U.S. Treasury, under an agreement with the Internal Revenue Service and the United States Attorney for the Southern District of New York, and to pay disgorgement directly to 38 municipal issuers. The NASD press release did not specify how much each firm would pay. That information was obtained from an April 7, 2000 Associated Press article retrieved via Nexis.",,,,,,,https://web.archive.org/web/20041019230709/http://www.nasdr.com/news/pr2000/ne_section00_081.html,,,,"FINRA is a securities industry self-regulatory body authorized by the federal government. This case was handled by its predecessor, the National Association of Securities Dealers (NASD).",financial offenses,,,Credit Suisse,1240000,80991516314,4/6/2000,investor protection violation,,,UBS took over Credit Suisse in 2023,,0
